state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
"Tamil Nadu,",Adai,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Stimulating to Agni,Breakfast or snack
"Tamil Nadu,",Pesarattu (Green Moong Dosa),"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Enhances Agni,For breakfast
"Tamil Nadu,",Kadhi,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Moderate Agni,With rice or kitchari
"Tamil Nadu,",Vegetable Stew,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Nourishing Agni,With appam or rice
"Tamil Nadu,",Puttu,Madhura,Ushna,Madhura,Balances Vata and Kapha,Encourages Agni,Breakfast with bananas
"Tamil Nadu,",Sambar,"Udatta (mostly salty, sour)",Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may aggravate Pitta,Stimulates,Served with rice or idli
"Tamil Nadu,",Rasam,"Amla (sour), Tikta (bitter)",Ushna (warming),Amla (sour post-digestive effect),Balances Vata and Kapha; may increase Pitta,Enhances digestion,Consumed as a soup or with rice
"Tamil Nadu,",Kootu,Udatta (mostly salty and sweet),Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Pitta; may aggravate Kapha,Supports,Served with rice
"Tamil Nadu,",Poriyal,"Madhura (sweet), Tikta (bitter)",Ushna (warming),Madhura (sweet post-digestive effect),"Balances all doshas, mainly good for Kapha",Stimulates,Accompaniment for rice
"Tamil Nadu,",Thakkali Podi,Amla (sour),Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may aggravate Pitta,Enhances,Mixed with rice or dosai
"Tamil Nadu,",Vadai,Udatta (mostly salty),Ushna (warming),Amla (sour post-digestive effect),May aggravate Vata and Pitta while balancing Kapha,Stimulating,Snack or appetizer
"Tamil Nadu,",Idli,Madhura (sweet),Shita (cooling),Madhura (sweet post-digestive effect),Balances Vata and Pitta; may aggravate Kapha,Nourishing,Breakfast item with chutney
"Tamil Nadu,",Dosa,Madhura (sweet and salty),Shita (cooling),Madhura (sweet post-digestive effect),Balances Vata and Pitta; may aggravate Kapha,Enhances,"Breakfast or snack, served with chutney"
"Tamil Nadu,",Pongal,"Madhura (sweet), Amla (sour)",Ushna (warming),Madhura (sweet post-digestive effect),"Balances Vata, Pitta; may increase Kapha",Supports,"Breakfast, often with coconut chutney"
"Tamil Nadu,",Chutney,"Amla (sour), Pungent",Ushna (warming),Amla (sour post-digestive effect),"May increase Pitta, balances Vata and Kapha",Enhances,Accompaniment for idli and dosa
"Tamil Nadu,",Puttu,Madhura (sweet),Shita (cooling),Madhura (sweet post-digestive effect),Balances Vata and Pitta; may increase Kapha,Nourishing,Breakfast or snack item
"Tamil Nadu,",Morkulambu,Amla (sour),Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may aggravate Pitta,Stimulates,Served with rice
"Tamil Nadu,",Murukku,Udatta (mostly salty),Ushna (warming),Amla (sour post-digestive effect),May balance Vata and aggravate Pitta and Kapha,Stimulating,Snack during festivals
"Tamil Nadu,",Kothamalli Sadam,"Madhura (sweet), Amla (sour)",Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata; may increase Kapha,Supports,Main dish for lunch or dinner
"Tamil Nadu,",Sundal,"Madhura (sweet), Udatta (mostly salty)",Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may increase Pitta,Stimulating,"Snack or appetizer, often during festivals"
"Tamil Nadu,",Kadalai Maavu Ladoo,Madhura (sweet),Ushna (warming),Madhura (sweet post-digestive effect),Increases Kapha; may aggravate Pitta,Nourishing,Sweet treat or snack
"Tamil Nadu,",Chettinad Vegetable Curry,Udatta (mostly spicy and salty),Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may aggravate Pitta,Stimulating,Main dish served with rice
"Tamil Nadu,",Payasam,Madhura (sweet),Ushna (warming),Madhura (sweet post-digestive effect),May increase Kapha and Pitta,Calming,Dessert served at special occasions
"Tamil Nadu,",Karamani Sambar,Udatta (mostly salty and spicy),Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata; may aggravate Pitta and Kapha,Stimulates,Served with rice
"Tamil Nadu,",Coconut Rice,"Madhura (sweet), Amla (sour)",Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata and Kapha; may aggravate Pitta,Stimulating,Kapha-balancing dish for lunch
"Tamil Nadu,",Kootanchoru,"Udim (spicy, salty)",Ushna (warming),Madhura (sweet post-digestive effect),Balancing for Vata and Kapha; may aggravate Pitta,Stimulating,Satisfying meal with rice
"Tamil Nadu,",Avial,"Madhura (sweet), Udatta (mostly salty)",Ushna (warming),Madhura (sweet post-digestive effect),Balances all doshas mildly,Stimulating,Nutrient-rich side dish
"Tamil Nadu,",Curd Rice,"Madhura (sweet), Amla (sour)",Shita (cooling),Madhura (sweet post-digestive effect),"Calming, balances Pitta",Nourishing,"Cooling meal or snack, especially in summer"
"Tamil Nadu,",Vegetable Biryani,"Madhura (sweet), Spicy",Ushna (warming),Madhura (sweet post-digestive effect),Balances Vata; may aggravate Pitta and Kapha,Stimulating,Main course for festive occasions
"Tamil Nadu,",Sambhar,"Ushna, Amla, Madhura",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Accompanying rice and dosa
"Tamil Nadu,",Rasam,"Amla, Ushna",Ushna,Amla,Vata-Kapha pacifying,Digestive aid,With steamed rice or as a soup
"Tamil Nadu,",Pongal,"Madhura, Amla",Shita,Madhura,Kapha pacifying,Balancing,Breakfast or festive occasions
"Tamil Nadu,",Uttapam,"Madhura, Amla",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Breakfast or snack
"Tamil Nadu,",Idli,Madhura,Shita,Madhura,Kapha pacifying,Balancing,Breakfast with chutney
"Tamil Nadu,",Kootu,"Madhura, Amla, Tikta",Shita,Madhura,Vata-Kapha pacifying,Balanced,Side dish with rice
"Tamil Nadu,",Thayir Sadam (Curd Rice),"Amla, Madhura",Shita,Madhura,Vata pacifying,Cooling,Post meal or summer dish
"Tamil Nadu,",Appam,Madhura,Ushna,Madhura,Kapha pacifying,Stimulating,With stews or coconut milk
"Tamil Nadu,",Puliogare,"Amla, Ushna",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Travel food or lunch box
"Tamil Nadu,",Venn Pongal,"Madhura, Amla",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Breakfast or festive occasions
"Tamil Nadu,",Coconut Chutney,"Madhura, Amla",Shita,Madhura,Vata-Pitta balancing,Neutral,"Accompanying dosa, idli"
"Tamil Nadu,",Vegetable Biriyani,"Madhura, Amla",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Main course for lunch or dinner
"Tamil Nadu,",Methi Thepla,Madhura,Ushna,Madhura,Kapha pacifying,Stimulating,Snack or breakfast
"Tamil Nadu,",Mango Rice,"Amla, Madhura",Ushna,Madhura,Pitta-Aggravating,Stimulating,Lunch or summer dish
"Tamil Nadu,",Kovil Puttu,"Madhura, Amla",Shita,Madhura,Vata pacifying,Balancing,Snack or breakfast
"Tamil Nadu,",Curd Rice with Pickle,"Amla, Madhura",Shita,Madhura,Vata pacifying,Cooling,Post meal
"Tamil Nadu,",Masala Dosa,"Madhura, Amla",Ushna,Madhura,Vata-Pitta balancing,Stimulating,Breakfast or brunch
"Tamil Nadu,",Paniyaram,"Madhura, Amla",Ushna,Madhura,Vata-Kapha pacifying,Stimulating,Snack or breakfast
"Tamil Nadu,",Kichadi,"Madhura, Amla, Tikta",Shita,Madhura,Vata-Kapha pacifying,Balancing,Main course for lunch
"Tamil Nadu,",Cabbage Poriyal,"Bitter, Amla",Shita,Madhura,Kapha pacifying,Balancing,Side dish with rice
"Tamil Nadu,",Puliyodarai,"Amla, Madhura",Ushna,Madhura,Pitta balancing,Stimulating,Travel food or lunch box
"Tamil Nadu,",Vegetable Korma,"Amla, Madhura, Tikta",Ushna,Madhura,Vata-Pitta balancing,Stimulating,Main dish with rice or roti
"Tamil Nadu,",Muthuswami Idli,Madhura,Shita,Madhura,Kapha pacifying,Balancing,Breakfast with chutney
"Tamil Nadu,",Tomato Rice,"Amla, Madhura",Ushna,Madhura,Vata-Pitta pacifying,Stimulating,Lunch or picnic food
"Tamil Nadu,",Palak Paneer,"Bitter, Madhura",Ushna,Madhura,Pitta balancing,Stimulating,Main dish with roti or rice
Telangana,Pesarattu,Ushna,Laghu,Madhura,Vata and Kapha pacifying,Agni enhancing,Breakfast or snack
Telangana,Sakkarai Pongal,Madhura,Ushna,Madhura,Vata and Pitta pacifying,Agni balancing,Festive meals
Telangana,Biryani (Vegetable),Ushna,Teekshna,Katuka,Vata and Pitta aggravating,Agni stimulating,Special occasion
Telangana,Pulihora,Amla,Ushna,Amla,Pitta aggravating,Agni enhancing,Lunch or festive offerings
Telangana,Garelu,Ushna,Laghu,Madhura,Vata aggravating,Agni enhancing,Snack or breakfast
Telangana,Khichdi,Madhura,Ushna,Madhura,Tri-doshic,Agni balancing,Light meal or fasting
Telangana,Bachali Koora,Amla,Ushna,Madhura,Vata and Pitta pacifying,Agni enhancing,Main course
Telangana,Dosa,Ushna,Laghu,Madhura,Vata pacifying,Agni stimulating,Breakfast or snack
Telangana,Jowar Roti,Ushna,Laghu,Madhura,Vata and Pitta balancing,Agni balancing,Main meal accompaniment
Telangana,Pongal,Madhura,Ushna,Madhura,Vata pacifying,Agni enhancing,Breakfast or offering
Telangana,Caprese Salad (Indian style),Madhura,Ushna,Madhura,Pitta balancing,Agni balancing,Starter or side dish
Telangana,Avocado Rice,Madhura,Ushna,Madhura,Tri-doshic,Agni enhancing,Lunch or main course
Telangana,Bhindi Fry,Ushna,Laghu,Madhura,Vata aggravating,Agni stimulating,Main course side dish
Telangana,Vegetable Kurma,Madhura,Ushna,Madhura,Tri-doshic,Agni balancing,Main course accompaniment
Telangana,Chakkara Pongali,Madhura,Ushna,Madhura,Vata and Pitta pacifying,Agni balancing,Dessert or festival dish
Telangana,Tomato Saar,Amla,Ushna,Amla,Pitta aggravating,Agni enhancing,Soup or side dish
Telangana,Kakarakaya Fry,Katu,Laghu,Katu,Pitta aggravating,Agni enhancing,Main course side dish
Telangana,Chow Chow Curry,Madhura,Ushna,Madhura,Tri-doshic,Agni balancing,Main course
Telangana,Fried Idli,Ushna,Laghu,Madhura,Vata aggravating,Agni enhancing,Snack or breakfast
Telangana,Methi Thepla,Katu,Ushna,Katu,Kapha aggravating,Agni enhancing,Breakfast or main course
Telangana,Cabbage Pachadi,Amla,Ushna,Amla,Pitta balancing,Agni balancing,Side dish
Telangana,Sweet Potato Halwa,Madhura,Ushna,Madhura,Vata and Pitta pacifying,Agni balancing,Dessert
Telangana,Vegetable Upma,Ushna,Laghu,Madhura,Vata pacifying,Agni stimulating,Breakfast or snack
Telangana,Sambar,Amla,Ushna,Amla,Kapha aggravating,Agni enhancing,Main course accompaniment
Telangana,Cabbage and Carrot Salad,Katu,Ushna,Katu,Pitta aggravating,Agni enhancing,Starter or side dish
Telangana,Pachi Pulusu,"Amla, Katu",Ushna,Madhura,"Vata, Kapha",Balancing,Cool summer dishes
Telangana,Gongura Pachadi,"Amla, Katu",Ushna,Amla,"Vata, Pitta",Stimulating,Accompaniment to rice
Telangana,Bajra Roti,"Rukhsa, Madhura",Ushna,Madhura,"Vata, Kapha",Balancing,Side dish with vegetables
Telangana,Sajja Roti,Madhura,Ushna,Madhura,"Vata, Kapha",Balancing,Main course with yogurt
Telangana,Pulihora (Tamarind Rice),"Amla, Katu",Ushna,Amla,"Pitta, Vata",Stimulating,Festivals or picnics
Telangana,Kharra,"Katu, Amla",Ushna,Amla,"Kapha, Vata",Stimulating,Snacking or appetizer
Telangana,Saggu Biyyam (Sorghum Rice),Madhura,Ushna,Madhura,"Vata, Kapha",Balancing,Main course with curries
Telangana,Bisi Bele Bath,"Amla, Katu",Ushna,Madhura,"Vata, Pitta",Stimulating,One-pot meal
Telangana,Chutney (Various types),"Amla, Katu",Ushna,Amla,Pitta,Stimulating,Accompaniment for breakfast
Telangana,Sambar,"Amla, Katu",Ushna,Madhura,Pitta,Stimulating,Side dish with rice
Telangana,Pootharekulu,Madhura,Ushna,Madhura,"Vata, Kapha",Balancing,Dessert
Telangana,Ragi Mudde,Madhura,Ushna,Madhura,"Vata, Kapha",Balancing,Main course with spicy curries
Telangana,Vegetable Biryani,"Amla, Katu",Ushna,Madhura,Vata,Stimulating,Special occasions
Telangana,Bellam Puranalu,Madhura,Ushna,Madhura,"Kapha, Vata",Balancing,Sweet dish
Telangana,Moong Dal Kheer,Madhura,Ushna,Madhura,Vata,Balancing,Dessert or after meals
Telangana,Cabbage Kura,"Amla, Katu",Ushna,Madhura,"Vata, Kapha",Stimulating,Side dish with rice
Telangana,Kanda Kura (Yam Curry),"Amla, Katu",Ushna,Madhura,Vata,Stimulating,With rice or roti
Telangana,Dondakaya Vepudu (Ivy Gourd Fry),Katu,Ushna,Amla,Vata,Stimulating,Snack or side dish
Telangana,Garlic Chutney,"Katu, Amla",Ushna,Amla,Pitta,Stimulating,Accompaniment to meals
Telangana,Lemon Rice,"Amla, Katu",Ushna,Madhura,"Pitta, Vata",Stimulating,Quick snacks or lunch
Telangana,Bhaji (Vegetable Fritters),Katu,Ushna,Madhura,Vata,Stimulating,Snack during teatime
Telangana,Pongal,"Madhura, Amla",Ushna,Madhura,"Kapha, Vata",Balancing,Breakfast or lunch
Telangana,Biryani (Vegetable),Utpala,Ushna,Madhura,Balances Vata and Kapha,Stimulatory,Festive occasions
Telangana,Pappu (Dal),Madhura,Ushna,Madhura,Balances Vata and Pitta,Neutral,Daily meals
Telangana,Gongura Pachadi,Amla,Ushna,Katu,Balances Pitta,Appetizer,Accompaniment with rice
Telangana,Mulakkada Koora (Radish Curry),Katu,Ushna,Katu,Balances Kapha,Stimulating,Lunch or dinner
Telangana,Avakaya (Mango Pickle),Amla,Ushna,Katu,Balances Kapha and Vata,Stimulating,Accompaniment with rice
Telangana,Nihari (Vegetable Stew),Madhura,Ushna,Madhura,Balances Vata,Supportive,Winter meals
Telangana,Kongu (Horse gram Curry),Katu,Ushna,Katu,Balances Vata and Kapha,Stimulatory,Lunch
Telangana,Chintakaya Pachadi (Tamarind Chutney),Amla,Ushna,Madhura,Balances Vata,Stimulating,As a side dish
Telangana,Boribhaas (Salty Snack),Lavana,Ushna,Katu,Balances Vata,Stimulating,Tea time snack
Telangana,Battalu (Flattened Rice),Madhura,Ushna,Madhura,Balances all doshas,Neutral,Breakfast
Telangana,Saaru (Spicy Soy Milk),Katu,Ushna,Katu,Balances Kapha,Stimulatory,Hot beverage in winter
Telangana,Palak Pappu (Spinach Dal),Madhura,Ushna,Madhura,Balances Vata and Pitta,Neutral,Daily nutrition
Telangana,Kobbari Annam (Coconut Rice),Madhura,Ushna,Madhura,Balances all doshas,Supportive,Lunch or dinner
Telangana,Lemon Rice,Amla,Ushna,Madhura,Balances Vata,Stimulatory,Quick meal
Telangana,Chakra Pongal,Madhura,Ushna,Madhura,Balances Vata,Supportive,Breakfast or festive meals
Telangana,Ragi Mudde,Madhura,Ushna,Madhura,Balances Vata and Pitta,Supportive,Traditional meals
Telangana,Bajra Khichdi,Madhura,Ushna,Madhura,Balances Vata,Supportive,Light meals
Telangana,Masoor Dal Curry,Madhura,Ushna,Madhura,Balances Vata and Pitta,Neutral,With rice or bread
Telangana,Thotakura Pappu (Amaranth Dal),Madhura,Ushna,Madhura,Balances Vata and Kapha,Supportive,Daily nutrition
Telangana,Chana Sundal (Chickpea Snack),Madhura,Ushna,Madhura,Balances Vata,Stimulating,Evening snacks
Telangana,Puri with Potato Curry,Madhura,Ushna,Madhura,Balances Vata and Kapha,Stimulatory,Festive occasions
Telangana,Sweet Pongal,Madhura,Ushna,Madhura,Balances all doshas,Supportive,Festive dessert
Telangana,Pesarattu,"Kashayam, Uddhavam",Ushna,Madhura,Vata-Pacifying,Digestive enhancer,Breakfast or snacks
Telangana,Garelu,"Kashayam, Uddhavam",Ushna,Madhura,Vata-Pacifying,Stimulates digestion,Breakfast or tea-time snack
Telangana,Chakra Pongali,"Madhura, Ushna",Ushna,Madhura,Pacifies Vata and Kapha,Nourishing and strengthening,Main course meal
Telangana,Sajja Rotte,"Kashaya, Madhura",Ushna,Madhura,Balances Kapha,Moderate,Accompanying dish with curry
Telangana,Biryani with Vegetables,"Madhura, Amla",Ushna,Madhura,Vata and Pitta balance,Enhances appetite,Festive special
Telangana,Nellore (Sponge) Roti,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Beneficial for digestion,Main dish for lunches
Telangana,Mandi,Madhura,Ushna,Madhura,Pitta pacifying,Good for digestion,Main course for gatherings
Telangana,Pongal,"Madhura, Shita",Ushna,Madhura,Balances Vata,Supports digestive fire,Breakfast or comfort food
Telangana,Kakarakaya Fry (Bitter Gourd),"Kashaaya, Tikta",Ushna,Katu,Vata and Kapha reducing,Cleansing,Side dish with rice
Telangana,Palak Dal (Spinach Lentil),"Madhura, Amla",Ushna,Madhura,Diversely balancing,Strengthening,Main dish with rice
Telangana,Kobbari Bites,"Madhura, Amla",Ushna,Madhura,Balances Vata,Nutritious and digestive,Snack or dessert
Telangana,Rawa Kesari,Madhura,Ushna,Madhura,Kapha aggravating,Heavy but energizing,Dessert for celebrations
Telangana,Uggani (Puffed Rice),"Madhura, Amla",Ushna,Madhura,Vata and Pitta balancing,Sustains energy,Snack or evening tea accompaniment
Telangana,Thalipalya (Vegetable Stew),"Madhura, Amla",Ushna,Madhura,Vata pacifying,Supports digestion,Heavy meal preparation
Telangana,Masoor Dal (Red Lentil),"Madhura, Amla",Ushna,Madhura,Balances Kapha,Enhances digestive fire,Main dish with rice
Telangana,Pulihora (Tamarind Rice),"Amla, Katu",Ushna,Katu,Balances all doshas,"Lively, rejuvenating",Main dish for festivals
Telangana,Nawabi Sabji,"Madhura, Amla",Ushna,Madhura,Pitta and Vata balancing,Stimulates appetite,Main dish for celebrations
Telangana,Kurkuri Bhindi (Crispy Okra),"Kashaya, Tikta",Ushna,Katu,Balances Vata,Enhances digestion,Side dish with rice
Telangana,Sundal,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Good for health,Snack or evening snack
Telangana,Curd Rice,"Madhura, Amla",Shita,Madhura,Balances Pitta,Cooling effect,Main dish during summer
Telangana,Papad,"Katu, Amla",Ushna,Katu,Kapha pacifying,Enhances appetite,Accompaniment to meals
Telangana,Chutney Made with Groundnuts,"Madhura, Katu",Ushna,Madhura,Good for Vata,Stimulating,Accompaniment to main dishes
Telangana,Pathiri (Rice Crepes),"Madhura, Katu",Ushna,Madhura,Pitta reducing,Good for digestion,Main dish or snack
Tripura,Macher Jhol (vegetarian variant),Ushna (hot),Laghu (light),Madhura (sweet),Balances Vata and Kapha,Stimulates Agni,During cold weather or for digestive issues
Tripura,Muri,Tikta (bitter),Ushna (heating),Katu (pungent),Balances Kapha,Enhances Agni,As a snack for weight management
Tripura,Rice with Bamboo Shoot,Amla (sour),Ushna (heating),Katu (pungent),Imbalances Pitta,Stimulates Agni,For those with a cold constitution
Tripura,Khar,Ushna (hot),Ushna (heating),Katu (pungent),Balances Vata,Stimulates Agni,In cases of indigestion
Tripura,Chakhao Kheer,Madhura (sweet),Snigdha (oily),Madhura (sweet),Balances all doshas,Supports Agni,As a nourishing dessert
Tripura,Pakora,Katu (pungent),Ushna (heating),Katu (pungent),Balances Vata and Kapha,Stimulates Agni,As a snack during monsoon
Tripura,Panta Ilish (vegetarian variant),Madhura (sweet),Ushna (heating),Madhura (sweet),Balances Vata,Supportive of Agni,For summer and hot climates
Tripura,Pork with Vegetables (vegetarian variant),Madhura (sweet),Ushna (heating),Madhura (sweet),Imbalances Pitta,Enhances Agni,For energy and strength
Tripura,Wong (Tung) with Rice,Amla (sour),Ushna (heating),Katu (pungent),Imbalances Vata,Stimulates Agni,Increasing digestive strength
Tripura,Khar with Banana Peel,Bitter,Ushna (heating),Katu (pungent),Balances Vata,Stimulates Agni,To prevent cold symptoms
Tripura,Pui Saag,Amla (sour),Laghu (light),Madhura (sweet),Balances Pitta,Enhances Agni,For general health and immunity
Tripura,Anarsa,Madhura (sweet),Snigdha (oily),Madhura (sweet),Balances all doshas,Supports Agni,As a festive sweet
Tripura,Umaram,Katu (pungent),Ushna (heating),Katu (pungent),Balances Kapha,Stimulates Agni,For winter months or fatigue
Tripura,Chutney with Green Chillies,Katu (pungent),Ushna (heating),Katu (pungent),Imbalances Vata,Stimulates Agni,As a condiment with meals
Tripura,Kumol Saag,Amla (sour),Laghu (light),Madhura (sweet),Balances Pitta and Kapha,Enhances Agni,For a healthy dietary mix
Tripura,Idli with Sambar (vegetarian variant),Madhura (sweet),Laghu (light),Madhura (sweet),Balances all doshas,Supports Agni,Light breakfast or meal
Tripura,Pohor,Madhura (sweet),Snigdha (oily),Madhura (sweet),Balances Vata,Supports Agni,Nourishing for lactating mothers
Tripura,Bamboo Shoot with Lentils,Amla (sour),Ushna (heating),Katu (pungent),Balances Vata,Stimulates Agni,Enhancing taste in lentil dishes
Tripura,Harvest Rice,Madhura (sweet),Laghu (light),Madhura (sweet),Balances all doshas,Supports Agni,As a staple accompaniment with meals
Tripura,Chakhao Pitha,Madhura (sweet),Snigdha (oily),Madhura (sweet),Balances all doshas,Supports Agni,As a traditional sweet dish
Tripura,Vegetable Khichdi,Madhura (sweet),Laghu (light),Madhura (sweet),Balances all doshas,Supports Agni,As a complete meal for detox
Tripura,Baasi Rice,Madhura (sweet),Laghu (light),Madhura (sweet),Balances all doshas,Supports Agni,Fermented rice for digestive benefits
Tripura,Bamboo Shoot Curry,Katu (pungent),Ushna (heating),Katu (pungent),Balances Kapha,Stimulates Agni,Complementing rice dishes
Tripura,Vegetable Farcha,Madhura (sweet),Ushna (heating),Madhura (sweet),Balances all doshas,Supports Agni,As a starter or side dish
Tripura,Bhangui,"Bitter, Astringent",Cooling,Sweet,"Pacifies Pitta, Vata",Balances Agni,Ideal for summer
Tripura,Mura,"Sour, Salty",Heating,Sour,Pacifies Vata,Stimulates Agni,Appetizer
Tripura,Khar,"Bitter, Sweet",Neutral,Sweet,Balances all doshas,Promotes digestive health,Daily meal
Tripura,Kharra,"Bitter, Astringent",Cooling,Sweet,Pacifies Pitta,Moderates Agni,Post-meal dish
Tripura,Bamboo Shoot Curry,"Pungent, Astringent",Heating,Pungent,"Balances Vata, Pitta",Enhances Agni,Festive occasions
Tripura,Aloo Khar,"Sweet, Bitter",Heating,Sweet,Pacifies Vata,Enhances Agni,Comfort food
Tripura,Chakua,"Sour, Salty",Cooling,Sour,"Balances Pitta, Vata",Stimulates Agni,Snacking
Tripura,Chitrak,"Pungent, Bitter",Neutral,Pungent,Balancing for Vata,Promotes digestive health,Digestive aid
Tripura,Biring,"Sweet, Astringent",Neutral,Sweet,Balances all doshas,Moderates Agni,Meal accompaniment
Tripura,Macher Biran,"Salty, Bitter",Heating,Pungent,Pacifies Vata,Enhances Agni,Spicy dish for winter
Tripura,Kumror Pati,"Sweet, Bitter",Neutral,Sweet,"Pacifies Vata, Pitta",Balances Agni,Cold weather dish
Tripura,Tale Murgi,"Sweet, Pungent",Heating,Pungent,Increases Pitta,Stimulates Agni,Winter meals
Tripura,Halam,"Bitter, Pungent",Heating,Pungent,Pacifies Vata,Improves Agni,Medicinal use for digestion
Tripura,Lajja,"Astringent, Sweet",Cooling,Sweet,Balances Pitta,Moderates Agni,Detoxifying dish
Tripura,Poro,"Sweet, Salty",Cooling,Sweet,Balances all doshas,Supports digestion,Light meal
Tripura,Doikora,"Bitter, Astringent",Heating,Pungent,"Pacifies Vata, Pitta",Stimulates digestive fire,Main course
Tripura,Panta Bhat,"Sweet, Sour",Cooling,Sweet,Balances Pitta,Balances Agni,Refreshing summer dish
Tripura,Pori,"Pungent, Astringent",Heating,Pungent,Pacifies Vata,Supports Agni,Snacks
Tripura,Shidney,"Salty, Sweet",Neutral,Sweet,Balances all doshas,Aids digestion,Complement to meals
Tripura,Mishti Doi,"Sweet, Sour",Cooling,Sweet,Balances Pitta,Soothes Agni,Dessert
Tripura,Kumra,"Sweet, Astringent",Neutral,Sweet,Pacifies all doshas,Supports Agni,Healthy side dish
Tripura,Chura,"Sweet, Salty",Cooling,Sweet,Balances Pitta,Stimulates Agni,Breakfast option
Tripura,Bhaijja,"Sweet, Salty",Cooling,Sweet,Balances Vata and Pitta,Moderate,Post-meal digestive aid
Tripura,Kohra Pitha,Sweet,Warm,Sweet,Balances Vata,Stimulates,Breakfast or snack
Tripura,Macher Mudi,Savory,Warm,Neutral,Balances Kapha,Mildly stimulating,Light evening snack
Tripura,Chakolai,Bitter,Cooling,Bitter,Balances Pitta,Soothing,Summer meals
Tripura,Mogara Pitha,Sweet,Warm,Sweet,Balances Vata,Stimulating,Festive occasions
Tripura,Bamboo Shoot Curry,"Sour, Salty",Neutral,Sour,Balances Vata and Pitta,Stimulatory,Main course dish
Tripura,Patta Khar,Bitter,Cooling,Bitter,Balances Pitta,Soothing,Healthy side dish
Tripura,Khar,Bitter,Cooling,Bitter,Pacifies Pitta,Soothing,With rice to balance meals
Tripura,Fish Curry (Vegetarian variant),"Spicy, Sour",Warm,Spicy,Balances Vata,Invigorating,With steamed rice
Tripura,Chutney from Raw Mango,"Sour, Spicy",Cooling,Sour,Balances Vata,Stimulating,As a condiment
Tripura,Lentil Soup,"Savory, Slightly Sour",Warm,Neutral,Balances Kapha,Stimulative,As a starter
Tripura,Vegetable Bamboo Shoot,"Sweet, Sour",Cooling,Sour,Balances Pitta,Moderate,Along with rice
Tripura,Rice Flour Pitha,"Sweet, Salty",Warm,Sweet,Balances Vata,Stimulatory,Snack or breakfast
Tripura,Chop (Vegetable balls),"Savory, Spicy",Warm,Sour,Balances Kapha,Stimulative,Party appetizers
Tripura,Pumpkin Curry,"Sweet, Spicy",Warm,Sweet,Balances Vata,Invigorating,Main meal
Tripura,Khar with Vegetables,"Bitter, Savory",Cooling,Bitter,Balances Pitta,Soothing,In summer meals
Tripura,Spicy Vegetable Salad,"Sour, Spicy",Cooling,Sour,Balances Vata,Stimulating,Side dish
Tripura,Lucchi,Savory,Neutral,Sweet,Balances Vata,Moderate,Breakfast treat
Tripura,Fried Rice Flakes,Savory,Warm,Neutral,Balances Vata,Stimulating,Snacking
Tripura,Turmeric Rice,Savory,Warm,Neutral,Balances Kapha,Stimulating,Side dish with curries
Tripura,Vegetable Pakora,"Savory, Spicy",Warm,Sour,Balances Kapha,Invigorating,Tea time snack
Tripura,Sourdough Fermented Rice,Sour,Cooling,Sour,Balances Vata and Pitta,Moderate,Light meal option
Tripura,Gourd Curry,"Sweet, Savory",Warm,Sweet,Balances Vata,Stimulating,Comfort food
Tripura,Bamboo Shoot Curry,Kashyapa,Ushna,Madhura,Balances Vata and Kapha,Agni enhancing,Promoting digestive health
Tripura,Bhangui,Ushna,Tepid,Katu,Balances Kapha,Stimulating,Cold weather comfort food
Tripura,Chakhwi,Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhances digestion,Variety in diet
Tripura,Pulihora,Amla,Ushna,Amla,Balances Pitta,Neutral,Pitta-pacifying meal
Tripura,Khar,Katu,Ushna,Katu,Balances Vata,Enhances,Appetizer booster
Tripura,Macher Jhol (Vegetarian Version),Katu,Ushna,Katu,Balances Kapha,Stimulating,Flavorful curry
Tripura,Rice with Sital,Madhura,Ushna,Madhura,Balances Vata,Enhancing,Staple meal
Tripura,Gajar Halwa (Vegetarian),Madhura,Ushna,Madhura,Balances Vata and Pitta,Enhances,Dessert option
Tripura,Naga Bean Curry,Katu,Ushna,Katu,Balances Vata,Agni enhancing,Protein-rich meal
Tripura,Kochi Bhaji,Kashaya,Ushna,Katu,Balances Vata and Kapha,Stimulates,Accompaniment with rice
